,driver_id,schedule,group,plug_in_time,plug_out_time
334,3345f8fc7ef-e866-4099-af10-e6d28de00808,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1115.15591004],[544.86089487]
335,335d13e6461-b565-4d20-a19b-14c5dee32326,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1.],Average (UK),[1011.72827972],[389.71330025]
336,3360f4a575a-fcad-4d27-b7a1-080440f0f3f3,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1130.8019311],[434.33023032]
337,33740fb3110-86f5-497b-a87a-5ba26c649201,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1.],Average (UK),[1168.61431263],[536.81909957]
338,338a8b7fec8-ef2b-46e0-b1de-d3df6e485ebc,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1.],Average (UK),[1004.90853163],[364.70949917]
339,3396a71f623-62a9-4de9-af19-17e14ca4b590,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1113.66503859],[518.8190521]
340,340832b1fbb-e70a-4ea1-ae43-76e1531ce656,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1.],Average (UK),[1142.3798057],[541.91680074]
341,341e37022e7-f4bf-4ecd-868f-fcbccb23290d,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1136.19611128],[601.63218934]
342,342d7bb38db-8ecd-49a0-86e7-60355c6aaf7c,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1107.72263168],[434.32043758]
343,34318fb09e3-fc9a-40cd-892b-b53fbfea66af,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1114.90832207],[448.63481149]
344,3448da8415f-853a-49f5-ba75-fb94969bd539,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1131.69351251],[613.75791367]
345,34570455a3e-4482-4393-8311-85cddcccf461,[1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1.],Average (UK),[960.4919607],[273.36036147]
346,346543e6cc1-9a9d-403e-aff9-230c3bf3fdc0,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1055.87854496],[425.57553152]
347,34771d0de0d-9c8c-4388-b25a-30a5bb2cafe8,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1045.54260798],[385.48427872]
348,34887b9f23e-5ff4-4154-a3c7-645942c996d4,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1.],Average (UK),[1009.18321947],[370.19317397]
349,3494e200e0b-19df-45d3-aff0-0899e9553564,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1030.94041807],[435.81630554]
350,3500e2d478b-6815-490e-9add-56fef32bcdae,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1113.50379852],[440.80375268]
351,351830bedc4-5aa8-49e4-97c9-0845cfdd8801,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1055.65634292],[458.92999645]
352,3528b73dcc3-f34b-4f8b-9202-8cd46ea11ab8,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1108.37484607],[376.39745094]
353,353e4d95efb-283c-452d-b734-f4073236ff54,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1054.50029154],[381.4133286]
354,3542c649d2b-0484-497a-9d57-336586aa427d,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1085.90085241],[498.2140822]
355,355cb5db257-a22d-4ce2-ae62-c64c1d792a86,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1126.94735604],[540.64268113]
356,35694fb08c2-bb37-421d-b8b8-1b2734394001,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1.],Average (UK),[1154.26653899],[481.99512772]
357,357ecec025a-f65f-46a8-9396-296a59e17185,[1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1.],Average (UK),[1002.42775413],[329.01098793]
358,358ab7afb3e-8394-4da8-9680-b367b847117f,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1053.26504158],[517.48375845]
359,3597b8629d3-7202-4afa-b42d-927c0f572b06,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1045.9950611],[409.085343]
360,36046418752-fa4f-4675-8472-3d2efe977ca5,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1127.52939968],[412.3503816]
361,3613ffc7049-e227-4343-a19c-7f5cffcacfd7,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1027.45161012],[377.54680609]
362,362ffee7644-2032-4b0b-b8b9-70dfc056a831,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1136.04998049],[513.46620508]
363,363cadeb21b-afd8-485f-9c7e-bf4dfdc980df,[1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1.],Average (UK),[1000.18247432],[356.91408225]
364,364b65ceb62-24e0-4aa3-8823-62eb87eac1ed,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1118.2538379],[473.20669233]
365,365fdfe03be-c3c5-4106-902d-581f11eb13c0,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1063.64564074],[419.61980468]
366,3665c2525f1-97da-4560-b9aa-1deba83fa472,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1067.50024388],[392.87596373]
367,3670a568788-e2eb-49f3-870b-2a36cd4e18a1,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1096.98464222],[418.67419574]
368,3681b97cfbe-cb83-4276-b16b-6b4a2d64fdd4,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1.],Average (UK),[1152.88324805],[442.70365781]
369,369e10268ff-8bd4-4318-9020-e73819a3fb28,[1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1105.40951419],[291.37617557]
370,3703d57ee7e-bf75-46c0-aa7e-9157a635c065,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1.],Average (UK),[1142.94061221],[546.05835279]
371,3713bb14e20-1ffc-40cd-9010-f35edf833e9a,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1126.99070923],[437.69345353]
372,3721893c599-d769-439b-ad04-0feaa4c7149c,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1090.44641324],[417.77717807]
373,373ad7b4184-5d87-4420-99e1-f46982e6152c,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1068.34407041],[392.1519884]
374,3745ba2f720-413a-4e15-9d2a-85c3a15cee6d,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1110.44798071],[518.66640036]
375,375db9de8be-b4c3-494b-8755-d787c2ca1a26,[1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1025.67616527],[355.69409177]
376,3761ae1df82-1367-4d50-a8b5-4e1bf03c3cd4,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1092.93312507],[536.00616473]
377,377b61aeff2-1cbb-446d-99aa-48968134a36d,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1.],Average (UK),[1141.45847912],[630.13089616]
378,378b7d415a2-2217-4c4d-8d23-198c11c477d0,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1070.33604519],[389.71112118]
379,37984ed80b1-9dc7-43d0-b861-41524b8b59c6,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1079.82315344],[416.41712704]
380,380bf5a5cd5-28e4-4c8c-be42-e0c33890895d,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1118.0372647],[468.07382491]
381,3814cb86491-9e12-4e39-8afb-8140113b8ae5,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1087.0657241],[446.54406237]
382,3822555512c-207f-44f3-af21-c49dce3e84c4,[1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1. 1.],Average (UK),[947.92020967],[240.60567989]
383,3838d0e8d91-3378-4cb6-b71e-0c6fc61a11ae,[1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1020.31180575],[342.21165576]
384,384af2b36b3-e574-41aa-ba6f-53010458e924,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1087.24547581],[527.2327292]
385,3857fbf827e-9fd5-4da1-89b6-76f610a17eb1,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1046.47660028],[370.07364295]
386,3869684d694-2366-47d6-a40b-2b116820bbf3,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1121.18902414],[590.71019363]
387,387c7034739-fccb-439e-a437-5d81a053ea62,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1104.74439371],[412.43151324]
388,388f18fdc0d-9876-43fc-ae5c-d0be5779f9ce,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1106.60235028],[493.41342938]
389,389c1ff3b87-c162-4edf-a79f-62c7094c016f,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1080.87980654],[430.16787924]
390,390c5c7d834-586e-4677-87fa-03be96966e24,[1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1067.46381588],[287.9136019]
391,391f095d716-9abb-43c9-88f4-80327986ce9f,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1075.62328793],[436.82460319]
392,392e2686236-1b2a-45d4-a95e-854442779efa,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1073.73327847],[518.4106849]
393,393e1443cf4-6f55-46b7-bd22-398b9afd24c5,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1.],Average (UK),[1140.90557119],[555.05870669]
394,3948508ec37-2ff1-454d-be48-bf38b88d1450,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1107.89326829],[549.67421605]
395,395c9e0bcb4-6c09-4128-a60d-30df8dbbf920,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1056.26606412],[373.10489211]
396,396db6a1c71-093d-4776-99aa-85b129d2c49e,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1.],Average (UK),[1207.94201857],[630.5222321]
397,397c97a29d8-3f12-4147-a499-90653646a4da,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1.],Average (UK),[1143.00556248],[448.69696153]
398,39881b717ec-9c25-41f7-b85f-e9fb3e4d6098,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1.],Average (UK),[1017.78312334],[382.60860269]
399,399dcac55be-6a5d-4d2c-9414-20c6520763e5,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1126.93524629],[455.81135677]
400,09137770c-02fc-404e-8190-d57064bf9c7a,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Intelligent Octopus average,[1093.60662412],[385.14893044]
401,196416c83-b38a-4166-bd5c-2c9138036ffc,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Intelligent Octopus average,[1111.66697032],[553.06969495]
402,24acd6d73-03c7-4888-9ad4-22b70a7f0e34,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1.],Intelligent Octopus average,[1167.03136568],[573.66437798]
403,3293c5a69-6b7a-4416-b9e0-e92dc0577f55,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Intelligent Octopus average,[1041.06401463],[457.21730517]
404,436919857-0828-42fc-b611-370a8f7c9d01,[1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1.],Intelligent Octopus average,[990.97889001],[356.83841113]
405,5550bbc55-28cd-4a90-935b-d424f6a99b1d,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Intelligent Octopus average,[1041.05941209],[361.29667566]
406,63a3a1ec7-e30f-463a-842f-5889151d92ca,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Intelligent Octopus average,[1030.2173363],[394.66946079]
407,754b4be6e-8146-4808-ad9e-a58532713b56,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Intelligent Octopus average,[1020.70287619],[525.82353455]
408,846fe12c3-0ee7-4e9b-a3c0-6da2c13b8ee4,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1.],Intelligent Octopus average,[1161.55261461],[527.72983552]
409,9effca67e-fb6e-4d08-afa2-f0c6d7c54adb,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Intelligent Octopus average,[1115.41616756],[487.22076642]
410,103614bd28-d368-4eb2-be1f-2f3c7c0a2463,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Intelligent Octopus average,[1099.33909462],[475.30798513]
411,1125f79598-ef3f-4622-ab41-ccf93e160754,[1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1.],Intelligent Octopus average,[960.770358],[305.76252483]
412,123baa196d-92fc-4be8-be1c-76eadf844680,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1.],Intelligent Octopus average,[1002.21871054],[387.62754704]
413,1366b55dcf-c5bd-45df-ac5f-3b5df1ebeb42,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Intelligent Octopus average,[1117.69495592],[473.62403548]
414,1481f49dc5-a34d-40f6-8ec5-d4a8bc134f18,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1.],Intelligent Octopus average,[1221.46858767],[579.81381923]
415,1549bf07c9-170d-4087-89f0-bdc7d780b2d4,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1.],Intelligent Octopus average,[1017.32311305],[440.79107424]
416,167854b7c0-ce0d-4d8a-a255-2cb5b0f8b5a1,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1.],Intelligent Octopus average,[1140.74666224],[478.25484386]
417,17002a6ad2-891b-4afe-add2-0a90ddf9ba3b,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Intelligent Octopus average,[1134.67845355],[555.64218111]
418,188febe688-bac6-46e5-8bfa-c84b36a8991d,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Intelligent Octopus average,[1068.48273033],[518.56866476]
419,199f6dec21-f210-4477-81e3-c71f3c360ed3,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Intelligent Octopus average,[1024.74483338],[435.78533173]
420,2091241f54-fac1-4769-85ec-2876b49fae10,[1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Intelligent Octopus average,[1038.45251381],[351.00709864]
421,214408bbdb-5e88-4275-8027-38eb092f8bef,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Intelligent Octopus average,[1091.0296276],[503.2167361]
422,222b435a2c-d9ba-4e1f-ad8f-9e1ff661898e,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1.],Intelligent Octopus average,[1156.82655538],[514.27263504]
423,230e879d6f-dbba-40f6-bf05-d15b5d8424fb,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Intelligent Octopus average,[1105.57104416],[497.64301072]
424,243e68b4f3-c8eb-4b22-a304-ef5d23f31330,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Intelligent Octopus average,[1117.11818719],[504.14641103]
425,2510050759-a6df-484d-b2a4-3494968a1225,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Intelligent Octopus average,[1090.11734532],[497.58140504]
426,26df43aa61-fd8a-46be-a7fc-56815d26c8ba,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1.],Intelligent Octopus average,[1007.68172764],[363.2294534]
427,27642b22c6-0638-4f26-a7f0-ad94b2af757b,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Intelligent Octopus average,[1072.42250555],[490.73121496]
428,28ec6246ed-0712-41be-bd65-b8e790abd0d4,[1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Intelligent Octopus average,[1033.48362416],[337.1018723]
429,29d7fb01b7-c04e-4767-adeb-8c692551123c,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Intelligent Octopus average,[1113.61685301],[528.84920156]
430,305006b4a7-72a2-4291-8d75-1eb3340a7830,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1.],Intelligent Octopus average,[1019.32832079],[528.23609634]
431,318077958a-1b54-42ac-85e8-b7787cfe490a,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Intelligent Octopus average,[1116.10143274],[441.91989859]
432,3227b558f4-3aa3-4ef0-889c-9d1304278a68,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Intelligent Octopus average,[1133.19123271],[526.8781485]
433,33a555cbc8-fb8d-407d-a912-329252d87897,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1.],Intelligent Octopus average,[1165.84735809],[546.48458031]
434,349c4d6204-49aa-49ee-87bc-0e67325683a8,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Intelligent Octopus average,[1088.41169496],[509.69608011]
435,35d24cce93-4f89-4854-b57b-bca31596f8a8,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Intelligent Octopus average,[1064.30784752],[387.59349661]
436,36ffce629b-39b4-447a-8030-671310678af3,[1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1.],Intelligent Octopus average,[988.80007709],[323.65038826]
437,37080312d4-9014-4191-9ef3-47d341b86232,[1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1.],Intelligent Octopus average,[998.32527044],[277.70258208]
438,38634a0d0b-d68e-4350-a5a4-d1911a8f30ec,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Intelligent Octopus average,[1041.68149945],[471.33472782]
439,39c87f6ed9-70e3-4eec-8239-fb312914b8a6,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Intelligent Octopus average,[1130.44719482],[516.74926301]
440,400b4c344b-3e7f-42fb-870d-565657d35600,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Intelligent Octopus average,[1055.23856591],[488.50565881]
441,410977b272-0d8e-42ed-8c71-72193df3ae98,[1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Intelligent Octopus average,[1094.91550011],[320.22100882]
442,4272e0c3da-a369-41c9-b2e6-e7665a51ccd9,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1.],Intelligent Octopus average,[1173.27503037],[581.55912529]
443,43626f9a5b-2c69-4c4b-9739-68c9e1035a3d,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1.],Intelligent Octopus average,[1173.4442255],[396.23641186]
